0.454460906	0.515154802
0.455011226	0.513508405
0.447591032	0.517824713
0.435726013	0.520923138
0.464084445	0.526074142
0.446092943	0.524381156
0.452896485	0.529769144
0.454237391	0.530859466
0.469046669	0.52653428
0.439620461	0.545917053
0.461080345	0.536288907
0.429229986	0.546702765
0.454117773	0.545196622
0.436835772	0.527878412
0.441789461	0.545768447
0.430266903	0.514451984
0.448740752	0.518510958
0.43618937	0.541008462
0.435905912	0.52756427
0.435180361	0.533549877
0.443328954	0.53074387
0.441817801	0.51802333
0.436804322	0.533854978
0.43248544	0.541223607
0.422427467	0.527022826
0.44436284	0.521794231
0.43729036	0.511966956
0.432850638	0.515056743
0.443105818	0.527927556
0.438074374	0.527629103
0.430468234	0.51560109
0.405184253	0.51879147
0.420160303	0.518144079
0.425268097	0.513474742
0.416583498	0.506346784
0.428160851	0.49590875
0.451063773	0.510928814
0.414600002	0.495163972
0.448951074	0.519770152
0.446687279	0.50353801
0.428652175	0.492640315
0.431105723	0.504903872
0.440459262	0.502454277
0.42979758	0.520159284
0.439911542	0.499258778
0.44774323	0.489601902
0.439010336	0.496195761
0.453823829	0.485457713
0.456194509	0.498014051
0.449827564	0.509407562
0.447552752	0.490524359
0.451825278	0.520009386
0.455253929	0.517236626
0.463173303	0.507651927
0.452397589	0.516711551
0.44675781	0.521497963
0.465629654	0.50620973
0.464591822	0.51303341
0.453381516	0.523254866
0.454290375	0.517702786
0.45177401	0.514133919
0.575648219	0.514689681
0.573639668	0.512995071
0.57354376	0.531428035
0.584781724	0.507738736
0.578688261	0.550700371
0.581785808	0.549372072
0.587784328	0.551598735
0.569068191	0.57198957
0.571262977	0.561069085
0.568827497	0.580861053
0.554357999	0.563808601
0.543766033	0.568127542
0.547352599	0.562658743
0.555559804	0.593942266
0.554405498	0.607136002
0.551362653	0.601585192
0.541872494	0.605597688
0.551022012	0.603627227
0.548369969	0.608676855
0.517289267	0.64770326
0.544456208	0.615274427
0.516273913	0.636195596
0.506941492	0.643779902
0.502485613	0.636223272
0.511366876	0.645109609
0.51103179	0.631417462
0.494899331	0.658845929
0.47538103	0.644764284
0.482173195	0.650189769
0.477902142	0.650418235
0.471682385	0.646608912
0.460754874	0.620748043
0.461829202	0.64192269
0.446298103	0.644701095
0.442708866	0.667366664
0.43322231	0.65430672
0.446511973	0.666238561
0.429926624	0.655318391
0.420388456	0.651373443
0.424065914	0.651387215
0.423918269	0.644281539
0.405100833	0.641503734
0.400688125	0.637617044
0.393150226	0.645300392
0.402862569	0.641120503
0.390500472	0.625549874
0.360468122	0.624136366
0.373609685	0.613545762
0.378875026	0.615721647
0.361187808	0.619065364
0.368112465	0.627318017
0.346414495	0.620990476
0.337913071	0.614736426
0.356252966	0.609407078
0.352031513	0.591857877
0.337527617	0.605427831
0.336004891	0.584359679
0.33853016	0.588435804
